id,type,page_num,confidence,parsing_notes,content_preview
1987-c-4,choice,97,0.7,自动解析，需要人工审核,(3)若y= (1 +x甲- Ji了了，y= (1 + x 2 尸+ Ji了了是微分方程y'+p (X) y = q (X)的两个解，则 q(x) =( ) X X...
1987-c-5,choice,97,0.5,自动解析，需要人工审核,"(4)已知函数瓜）= C1' X了 0, I …则（ ） — <x=:::; —, n=l,2, , n n + I n..."
1987-c-6,choice,97,0.7,自动解析，需要人工审核,"(5)设A,B是可逆矩阵，且A 与B相似，则下列结论错误的是（ ）..."
1987-c-7,choice,97,0.7,自动解析，需要人工审核,"(6)设二次型f(XI , Xz , X3) =式+x;+式+4x1 x2 + 4x1 x3 + 4x2x3 , 则/(XI, Xz , X3) = 2 在空间直角坐标 下表示的二次曲面为（ ）..."
1987-c-8,choice,97,0.7,自动解析，需要人工审核,"(7)设随机变量X-N(µ, 矿）(cr>O), 记p=PjXêµ+er勹，则（ ）..."
1987-c-9,choice,97,0.7,自动解析，需要人工审核,"(8)随机试验E有三种两两不相容的结果A 1,Az ,A 3, 且三种结果发生的概率均为—，将试验E独立 3 重复做2次，X表示2次试验中结果A I 发生的次数，Y表示2次试验中结果Az发生的次数，则..."
1987-s-1,solve,98,0.5,自动解析，需要人工审核,(9) lim 0 x---->O 1 - COS X...
1987-s-2,solve,98,0.7,自动解析，需要人工审核,(13)行列式0 入 。 。 l 0 I 入 1 O O I ＝ 4 3 2 入+1'...
1987-s-1,solve,99,0.5,自动解析，需要人工审核,: 8 9 99 * ( ) )) : 8 9 99 * ( ) )) 15 淘宝店铺：筑梦教育...
1987-s-1,solve,100,0.5,自动解析，需要人工审核,: 8 9 99 * ( ) )) 16 淘宝店铺：筑梦教育...
1987-s-1,solve,101,0.5,自动解析，需要人工审核,: 8 9 9 * ( ) ) : 8 9 9 * ( ) ) : 8 9 9 * ( ) ) 9 淘宝店铺：筑梦教育...
1987-s-1,solve,102,0.5,自动解析，需要人工审核,: 8 9 99 * ( ) )) : 8 * ( : 8 * ( 10 淘宝店铺：筑梦教育...
1987-c-3,choice,103,0.7,自动解析，需要人工审核,"(20) (本题满分11分） 设3阶矩阵A = («1 , «2 , «3)有3个不同的特征值，且也=«1 + 2也· (I)证明r..."
1987-s-1,solve,105,0.5,自动解析，需要人工审核,: 8 9 9 * ( ) ) : 8 9 9 * ( ) ) : 8 9 9 * ( ) ) : 8 9 9 * ( ) ) : 8 9 9 * ( ) ) 6 淘宝店铺：筑梦教育...
1987-s-1,solve,106,0.5,自动解析，需要人工审核,(12)设L为球面x2+ y 2 + z 2 = 1与平面x+y+z=O的交线，则fxyds = ....
1987-s-2,solve,106,0.7,自动解析，需要人工审核,"(13)设2阶矩阵A有两个不同特征值，a1,a2是A的线性无关的特征向量，且满足A气a1+ a2) = a1 十a2'则IA I = ...."
1987-s-1,solve,107,0.5,自动解析，需要人工审核,: 8 9 9 * ( ) ) : 8 9 9 * ( ) ) 8 淘宝店铺：筑梦教育...
1987-c-1,choice,108,0.5,自动解析，需要人工审核,2019年全国硕士研究生招生考试试题 一、选择题（本题共8小题，每小题4分，共32分．在每小题给出的四个选项中，只有一项符合题目 要求，把所选项前的字母填在题后的括号内．） (I)当X ----+ 0...
1987-c-2,choice,108,0.5,自动解析，需要人工审核,"(2)设函数f(x) = { XIX I'X 冬O ＇则X = 0 是f(x)的（ ） xln x, x > 0,..."
1987-c-3,choice,108,0.7,自动解析，需要人工审核,"(3)设飞｝是单调增加的有界数列，则下列级数中收敛的是（ ） CB) Ic-1 尸—1 """"' u;..."
1987-c-4,choice,108,0.5,自动解析，需要人工审核,"(4)设函数Q(x,y) =今．如果对上半平面( y > O)内的任意有向光滑封闭曲线C都有 乎P(x,y)dx + Q(x,y)d y = 0, 那么函数P(X,y)可取为（ ）..."
1987-c-5,choice,108,0.7,自动解析，需要人工审核,"(5)设A是3阶实对称矩阵，E 是3阶单位矩阵．若A 2 + A = 2 E, 且IA I = 4, 则二次型x TAx的 规范形为（ ） 00 u..."
1987-c-6,choice,108,0.7,自动解析，需要人工审核,"(6)如图所示，有3张平面两两相交，交线相互平行，它们的方程 ail x + ai2 y + ai3z = d;(i = l , 2 , 3) 组成的线性方程组的系数矩阵和增广矩阵分别记为A,A, 则..."
1987-c-7,choice,108,0.5,自动解析，需要人工审核,"(7)设A,B为随机事件，则P..."
1987-c-8,choice,108,0.7,自动解析，需要人工审核,"(8)设随机变豐X与Y相互独立，且都服从正态分布N(µ,矿），则Pl IX - YI < 1 f ( )..."
1987-s-2,solve,109,0.5,自动解析，需要人工审核,"(9)设函数八u)可导，z = /(sin y -sin x) + xy, 则一—- . -+ . 一 1加1加 COS X 彻 cosy切..."
1987-s-3,solve,109,0.7,自动解析，需要人工审核,(10)微分方程2yy'- r 2 - 2 = 0满足条件y(O) = 1的特解y =...
1987-s-4,solve,109,0.7,自动解析，需要人工审核,"(11)幕级数2 (- 1)"" 几=O (2n) ! x""在(0, +oo)内的和函数S(x) =..."
1987-s-5,solve,109,0.5,自动解析，需要人工审核,(12)设凶设为曲面x2 + y 2 + 4z2 = 4 (z¸0)的上侧，则ff J4 - x2 - 4z2dxdy =...
1987-s-6,solve,109,0.7,自动解析，需要人工审核,"(13)设A = (a1 , a2 , a3)为3阶矩阵．若a1'a2 线性无关，且a3 = - a1 + 2a2 , 则线性方程组 Ax =0的通解为..."
1987-s-1,solve,112,0.5,自动解析，需要人工审核,2020 年数一真题 一、选择题...
1987-c-2,choice,112,0.5,自动解析，需要人工审核,(1) 当x →0+ 时，下列无穷小量中阶最高的是( )...
1987-c-3,choice,112,0.5,自动解析，需要人工审核,"(2) 设函数f(x) 在区间(−1, 1) 内有定义，且lim x→0 f(x) = 0，则( )..."
1987-c-4,choice,112,0.5,自动解析，需要人工审核,"(3) 设函数f(x, y) 在点(0, 0) 处可微，f(0, 0) = 0，n = ( ∂f ∂x, ∂f ∂y , −1 ) (0,0)，非零向量α 与n 垂直， 则( )..."
1987-c-5,choice,112,0.7,自动解析，需要人工审核,(4) 设R 为幂级数 ∞ ∑ n=1 anxn 的收敛半径，r 是实数，则( )...
1987-c-6,choice,112,0.7,自动解析，需要人工审核,(5) 若矩阵A 经过初等列变换化成B，则( )...
1987-c-7,choice,112,0.5,自动解析，需要人工审核,(6) 已知直线l1 : x−a2 a1 = y−b2 b1 = z−c2 c1 与直线l2 : x−a3 a2 = y−b3 b2 = z−c3 c2 相交于一点，记向量 αi =     ...
1987-c-8,choice,112,0.5,自动解析，需要人工审核,(7) 设A，B，C 为三个随机事件，且P...
1987-s-1,solve,113,0.5,自动解析，需要人工审核,(0) = m，f ′...
1987-s-2,solve,113,0.7,自动解析，需要人工审核,(13) 行列式 a 0 −1 1 0 a 1 −1 −1 1 a 0 1 −1 0 a = ....
1987-s-3,solve,113,0.5,自动解析，需要人工审核,(16) 计算I = ¸ L 4x−y 4x2+y2 dx + x+y 4x2+y2 dy，其中L 为x2 + y2 = 2，方向为逆时针方向....
1987-s-4,solve,113,0.5,自动解析，需要人工审核,(0) = f...
1987-s-1,solve,114,0.7,自动解析，需要人工审核,"(I) 求二维随机变量(X1, Y ) 的分布函数，结果用标准正态分布函数Φ(x) 表示. (II) 证明随机变量Y 服从标准正态分布...."
1987-s-2,solve,114,0.7,自动解析，需要人工审核,"(23) 设某种元件的使用寿命T 的分布函数为 F(t) =    1 −e−( t θ) m , t ≥0, 0, 其他. 其中θ，m 为参数且均大于零. (I) 求概率P{T > t} 与P..."
1987-s-1,solve,115,0.5,自动解析，需要人工审核,1 2021 考研数学真题试卷(数学一) 数学（一） 一、选择题（本题共10 小题，每小题5 分，共50 分.每小题给出的四个选项中，只 有一个选项是符合题目要求，把所选选项前的字母填在答题卡指定位置...
1987-c-2,choice,115,0.5,自动解析，需要人工审核,"(1)函数 1, 0 ( )= 1, 0 xe x f x x x        ,在 0 x  处..."
1987-c-3,choice,115,0.5,自动解析，需要人工审核,"(2)设函数   , f x y 可微，且 2 ( 1, ) ( 1) x f x e x x    ， 2 2 ( , ) 2 ln f x x x x  ，则 (1,1) df ..."
1987-c-4,choice,115,0.5,自动解析，需要人工审核,(3)设函数 2 sin ( ) 1 x f x x  在 0 x  处的3 次泰勒多项式为 2 3 ax bx cx   ，则...
1987-c-5,choice,115,0.5,自动解析，需要人工审核,"(4) 设函数  f x 在区间  0,1 上连续，则  1 0 f x dx  ..."
1987-c-6,choice,115,0.7,自动解析，需要人工审核,"(5)二次型 2 2 2 1 2 3 1 2 2 3 3 1 ( , , ) ( ) ( ) ( ) f x x x x x x x x x       的正惯性指数与负惯性指数依次为..."
1987-c-7,choice,115,0.5,自动解析，需要人工审核,(6)已知 1 1 0 1       ， 2 1 2 1       ， 3 3 1 2       ，记 1 1   ...
1987-c-8,choice,115,0.7,自动解析，需要人工审核,"(7)设 , A B 为n 阶实矩阵，下列不成立的是..."
1987-s-1,solve,116,0.5,自动解析，需要人工审核,(11) 2 0 2 2 dx x x      ....
1987-s-2,solve,116,0.5,自动解析，需要人工审核,(13)欧拉方程 2 4 0 x y xy y      满足条件...
1987-s-3,solve,116,0.5,自动解析，需要人工审核,"(1) 1,..."
1987-s-4,solve,116,0.5,自动解析，需要人工审核,(1) 2 y y   得解为y  ....
1987-s-5,solve,116,0.7,自动解析，需要人工审核,(15)设 ij A a  为3 阶矩阵， ij A 为代数余子式，若A 的每行元素之和均为2，且 3 A  ， 11 21 31 A A A   = ....
1987-s-6,solve,116,0.5,自动解析，需要人工审核,"(16)甲乙两个盒子中各装有2 个红球和2 个白球，先从甲盒中任取一球，观察颜色后放入乙盒中， 再从乙盒中任取一球.令X , Y 分别表示从甲盒和乙盒中取到的红球个数，则X 与Y 的相关系..."
1987-s-1,solve,117,0.7,自动解析，需要人工审核,"(1)求正交矩阵P ,使得 T P AP 为对角矩阵；..."
1987-s-2,solve,117,0.7,自动解析，需要人工审核,(1)求X 的概率密度；...
1987-s-3,solve,117,0.7,自动解析，需要人工审核,(2)求Z 的概率密度....
1987-s-4,solve,117,0.5,自动解析，需要人工审核,(3)求 X E Y       ....
